Postalcode,Borough,Neighborhood,City,Latitude,Longitude,IsDuplicate,Total Venues,1st Most Common Label,2nd Most Common Label,3rd Most Common Label,4th Most Common Label,5th Most Common Label,6th Most Common Label,7th Most Common Label,8th Most Common Label,9th Most Common Label,10th Most Common Label,Median Rent Studio,Median Rent 1 Bedroom,Median Rent 2 Bedrooms,Median Rent 3 Bedrooms,Median Rent Studio in USD,Median Rent 1 Bedroom in USD,Median Rent 2 Bedrooms in USD,Median Rent 3 Bedrooms in USD,innerouter,Proximity,Normalized Median Rent Studio in USD,Normalized Median Rent 1 Bedroom in USD,Normalized Median Rent 2 Bedrooms in USD,Normalized Median Rent 3 Bedrooms in USD,Normalized Proximity,Normalized Total Venues
K7P,Kingston,"Westbrook, Cataraqui Woods, Cedarwood",Ottawa,45.37383998528768,-75.73259603033429,True,8.0,Landmarks and Outdoors,Dining and Lunching,Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1063.0,1212.0,1465.0,1782.0,1063.0,1212.0,1465.0,1782.0,inner,6.256525941654717,-0.3226961092061153,-0.749580228562001,-0.803790020948685,-0.39817952331495304,-0.5457756168985148,-0.6299610559301886
K8P,Belleville,Belleville West,Ottawa,44.257164303000025,-77.37038823599994,True,2.0,Arts and Entertainment,Retail,Bar,Business and Professional Services,Community and Government,Dining and Lunching,Education,Event,Financial Service,Food and Beverage Retail,1361.0,1780.0,1997.0,2195.0,1361.0,1780.0,1997.0,2195.0,inner,185.17323212096537,2.147371153168908,2.421585427707236,1.8132446247222698,1.3251501419768248,1.3891596823151782,-0.826767719623072
K1R,Centretown West & co,"Centretown West, Chinatown, LeBreton Flats, Little Italy",Ottawa,45.41126326400007,-75.70856418399995,False,100.0,Dining and Lunching,Landmarks and Outdoors,Travel and Transportation,Bar,Arts and Entertainment,Food and Beverage Retail,Community and Government,Retail,Business and Professional Services,Education,1154.0,1504.0,1966.0,2228.0,1154.0,1504.0,1966.0,2228.0,inner,1.6915582026161817,0.43158617561310325,0.8806669045904941,1.6607482449933233,1.462849606758008,-0.5951444958962369,2.387741120694024
K2R,Fallowfield Village & co,"Fallowfield Village, Cedarhill Estates, Orchard Estates",Ottawa,45.28360059800008,-75.81679703299994,False,2.0,Landmarks and Outdoors,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Dining and Lunching,Education,Event,Financial Service,1106.0,1336.0,1703.0,1889.0,1106.0,1336.0,1703.0,1889.0,inner,18.208896352870187,0.033722992411757205,-0.05728350078491406,0.3669886363251632,0.0483005594603986,-0.41651399615997897,-0.826767719623072
K7R,Napanee,Napanee,Ottawa,44.24836300000004,-76.95058999999998,False,8.0,Dining and Lunching,Arts and Entertainment,Landmarks and Outdoors,Travel and Transportation,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1106.0,1336.0,1703.0,1889.0,1106.0,1336.0,1703.0,1889.0,inner,163.95550522861507,0.033722992411757205,-0.05728350078491406,0.3669886363251632,0.0483005594603986,1.1596957624286868,-0.6299610559301886
K8R,Belleville,"Sidney Township, Avondale",Ottawa,44.257164303000025,-77.37038823599994,True,2.0,Arts and Entertainment,Retail,Bar,Business and Professional Services,Community and Government,Dining and Lunching,Education,Event,Financial Service,Food and Beverage Retail,1361.0,1780.0,1997.0,2195.0,1361.0,1780.0,1997.0,2195.0,inner,185.17323212096537,2.147371153168908,2.421585427707236,1.8132446247222698,1.3251501419768248,1.3891596823151782,-0.826767719623072
K1S,The Glebe & co,"The Glebe, Old Ottawa South, Old Ottawa East, Glebe Annex",Ottawa,45.39225706800005,-75.68465408099996,False,66.0,Dining and Lunching,Retail,Food and Beverage Retail,Arts and Entertainment,Bar,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,Event,1212.0,1511.0,1938.0,1883.0,1212.0,1511.0,1938.0,1883.0,inner,3.8551703667462287,0.9123375219813964,0.9197481714811361,1.523009579431694,0.023264293136547105,-0.5717456214166917,1.2725033597676847
K2S,Stittsville & co,"Stittsville, Huntley, Healey's Heath, Stanley Corners, Mansfield, Bridlewood Trails",Ottawa,45.23193729300005,-75.91632980799994,False,6.0,Arts and Entertainment,Bar,Food and Beverage Retail,Landmarks and Outdoors,Retail,Travel and Transportation,Business and Professional Services,Community and Government,Dining and Lunching,Education,1106.0,1336.0,1703.0,1889.0,1106.0,1336.0,1703.0,1889.0,inner,27.37107586407481,0.033722992411757205,-0.05728350078491406,0.3669886363251632,0.0483005594603986,-0.3174275277549826,-0.6955632771611497
K1T,Blossom Park & co,"Blossom Park, Greenboro, Leitrim, Findlay Creek",Ottawa,45.33447842600003,-75.61764083899999,False,4.0,Dining and Lunching,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,Food and Beverage Retail,1029.0,1306.0,1489.0,1850.0,1029.0,1306.0,1489.0,1850.0,inner,11.970539383598908,-0.6045158639737354,-0.22477464460195123,-0.6857283076101457,-0.11443517164463611,-0.4839801225307683,-0.7611654983921109
K2T,Marchwood & co,"Marchwood, Kanata Estates, Richardson Estates, Heritage Hills, Arcadia",Ottawa,45.312477142000034,-75.92950900499994,False,17.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1107.0,1286.0,1530.0,1676.0,1107.0,1286.0,1530.0,1676.0,inner,21.917790983822655,0.042011808728451915,-0.33643540714664266,-0.4840395473234744,-0.8404868950363295,-0.37640331395626236,-0.33475106039086344
K1V,Cedardale & co,"Cedardale, Ellwood, Heron Gate, Heron Park, Riverside Park, Honey Gables, Hunt Club, Ridgemont, Riverside South, South Keys, Uplands",Ottawa,45.32791086100008,-75.67059905399998,False,34.0,Travel and Transportation,Dining and Lunching,Retail,Bar,Arts and Entertainment,Business and Professional Services,Community and Government,Education,Event,Financial Service,1029.0,1306.0,1489.0,1850.0,1029.0,1306.0,1489.0,1850.0,inner,11.057380141767634,-0.6045158639737354,-0.22477464460195123,-0.6857283076101457,-0.11443517164463611,-0.4938556902659118,0.22286782007230632
K2V,Bradley Commons & co,"Bradley Commons, Fernbank Crossing, Abbottsville Crossing",Ottawa,45.285779440000056,-75.90029131799997,False,26.0,Retail,Dining and Lunching,Food and Beverage Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1106.0,1336.0,1703.0,1889.0,1106.0,1336.0,1703.0,1889.0,inner,22.058763659219068,0.033722992411757205,-0.05728350078491406,0.3669886363251632,0.0483005594603986,-0.37487873298406554,-0.039541064851538264
K6V,Brockville,Brockville South,Ottawa,44.590265000000045,-75.68260099999998,False,19.0,Dining and Lunching,Landmarks and Outdoors,Bar,Arts and Entertainment,Food and Beverage Retail,Retail,Travel and Transportation,Business and Professional Services,Community and Government,Education,1106.0,1336.0,1703.0,1889.0,1106.0,1336.0,1703.0,1889.0,inner,92.80092047789867,0.033722992411757205,-0.05728350078491406,0.3669886363251632,0.0483005594603986,0.3901783670152544,-0.2691488391599023
K7V,Renfrew,Renfrew,Ottawa,45.40450636092411,-75.69755075549537,False,96.0,Dining and Lunching,Retail,Food and Beverage Retail,Landmarks and Outdoors,Bar,Business and Professional Services,Office,Travel and Transportation,Arts and Entertainment,Community and Government,1149.0,1470.0,1923.0,2034.0,1149.0,1470.0,1923.0,2034.0,inner,2.310506658072497,0.3901420940296297,0.6908436082645186,1.449221008595107,0.6533436622868097,-0.5884507374405231,2.256536678232102
K8V,Trenton,Trenton,Ottawa,45.37633976949177,-75.72869314857651,False,5.0,Dining and Lunching,Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1063.0,1212.0,1465.0,1782.0,1063.0,1212.0,1465.0,1782.0,inner,5.880439924247658,-0.3226961092061153,-0.749580228562001,-0.803790020948685,-0.39817952331495304,-0.5498428844341261,-0.7283643877766303
K9V,Lindsay,Lindsay,Ottawa,45.40693707986134,-75.65228314015121,False,28.0,Dining and Lunching,Retail,Travel and Transportation,Business and Professional Services,Arts and Entertainment,Bar,Community and Government,Education,Event,Financial Service,1152.0,1313.0,1576.0,1678.0,1152.0,1313.0,1576.0,1678.0,inner,4.249721215066714,0.41500854297971385,-0.18569337771130923,-0.25775459675794066,-0.8321414729283789,-0.5674786617791444,0.02606115637942288
K1W,Bradley Estates & co,"Bradley Estates, Chapel Hill South, Blackburn, Trailsedge",Ottawa,45.43307815700007,-75.51756224499997,False,3.0,Dining and Lunching,Landmarks and Outdoors,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,906.0,1094.0,1349.0,1602.0,906.0,1094.0,1349.0,1602.0,inner,14.300607660285129,-1.6240402709271846,-1.4083787275756805,-1.3744216354182917,-1.149267513030498,-0.4587810706679437,-0.7939666090075914
K1X,Ficko,Ficko,Ottawa,45.28069874300007,-75.62053626799997,False,1.0,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Dining and Lunching,Education,Event,Financial Service,Food and Beverage Retail,1029.0,1306.0,1489.0,1850.0,1029.0,1306.0,1489.0,1850.0,inner,17.226255860790346,-0.6045158639737354,-0.22477464460195123,-0.6857283076101457,-0.11443517164463611,-0.42714098463503214,-0.8595688302385526
K1Y,Civic Hospital & co,"Civic Hospital, Wellington Village, Hintonburg, Mechanicsville, Champlain Park, Tunney's Pasture",Ottawa,45.40106531700008,-75.73193820499995,False,80.0,Dining and Lunching,Retail,Food and Beverage Retail,Arts and Entertainment,Bar,Landmarks and Outdoors,Travel and Transportation,Business and Professional Services,Community and Government,Education,1201.0,1395.0,1790.0,2271.0,1201.0,1395.0,1790.0,2271.0,inner,3.6708560829272274,0.8211605424977546,0.27211574872192573,0.7949623471773682,1.6422761820789438,-0.5737389300435186,1.7317189083844127
K1Z,Westboro & co,"Westboro, Carlington",Ottawa,45.38305905000004,-75.73835292599995,False,30.0,Dining and Lunching,Retail,Travel and Transportation,Food and Beverage Retail,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1062.0,1244.0,1545.0,1782.0,1062.0,1244.0,1545.0,1782.0,inner,5.567404161889617,-0.33098492552281,-0.5709230084904947,-0.4102509764868873,-0.39817952331495304,-0.5532282806860322,0.09166337761038403
K0B,Alfred,"Chute à Blondeau, Curran, Dalkeith, Fournier, Glen Robertson, Lefaivre, L'Orignal, Plantagenet, Ste-Anne-de-Prescott, St-Bernardin, St. Eugene, Vankleek Hill",Ottawa,45.4403770840326,-75.65540677463721,False,23.0,Dining and Lunching,Food and Beverage Retail,Retail,Travel and Transportation,Bar,Landmarks and Outdoors,Arts and Entertainment,Business and Professional Services,Community and Government,Education,1062.0,1294.0,1515.0,1652.0,1062.0,1294.0,1515.0,1652.0,inner,3.8719066520909537,-0.33098492552281,-0.2917711021287661,-0.5578281181600614,-0.9406319603317354,-0.5715646230628612,-0.13794439669797998
K0E,Addison,"Athens, Brinston, Cardinal, Delta, Frankville, Inkerman, Iroquois, Lansdowne, Lyn, Lyndhurst, Maitland, Mallorytown, Mountain, Prescott, Rockport, South Mountain, Spencerville, Toledo",Ottawa,45.38153361940793,-75.73545542039236,False,27.0,Dining and Lunching,Retail,Food and Beverage Retail,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1063.0,1212.0,1504.0,1782.0,1063.0,1212.0,1504.0,1782.0,inner,5.594802465409855,-0.3226961092061153,-0.749580228562001,-0.6119397367735586,-0.39817952331495304,-0.5529319755183821,-0.006739954236057694
K0H,Arden,"Ardoch, Bath, Battersea, Clarendon Station, Cloyne, Denbigh, Elginburg, Flinton, Glenburnie, Godfrey, Harrowsmith, Hartington, Inverary, Joyceville, Kaladar, Maberly, Mississippi Station, Mountain Grove, Northbrook, Odessa, Ompah, Parham, Perth Road, Plevna, Seeleys Bay, Sharbot Lake, Snow Road Station, Stella, Sydenham, Tichborne, Verona, Wolfe Island",Ottawa,45.34606875172649,-75.65726839209691,False,15.0,Dining and Lunching,Retail,Travel and Transportation,Arts and Entertainment,Bar,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,Event,1029.0,1306.0,1489.0,1850.0,1029.0,1306.0,1489.0,1850.0,inner,9.411474707331886,-0.6045158639737354,-0.22477464460195123,-0.6857283076101457,-0.11443517164463611,-0.5116557078957112,-0.4003532816218246
K0J,Barry's Bay,"Beachburg, Bissett Creek, Burnstown, Calabogie, Chalk River, Cobden, Combermere, Cormac, Dacre, Deep River, Deux Rivieres, Douglas, Eganville, Foresters Falls, Foymount, Golden Lake, Haley Station, Killaloe, Mackey, Madawaska, Palmer Rapids, Quadeville, Rolphton, Round Lake Centre, Stonecliffe, Westmeath, Whitney, Wilno, Griffith",Ottawa,46.01423899224692,-77.45102649435916,False,5.0,Travel and Transportation,Dining and Lunching,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1107.0,1286.0,1530.0,1676.0,1107.0,1286.0,1530.0,1676.0,inner,151.22599193721484,0.042011808728451915,-0.33643540714664266,-0.4840395473234744,-0.8404868950363295,1.0220295537480109,-0.7283643877766303
K0K,Picton,"Ameliasburgh, Astra, Baltimore, Batawa, Bloomfield, Brighton, Camden East, Cannifton, Carrying Place, Castleton, Centreville, Cherry Valley, Codrington, Colborne, Consecon, Corbyville, Demorestville, Deseronto, Eldorado, Enterprise, Erinsville, Foxboro, Frankford, Gores Landing, Grafton, Harwood, Hillier, Madoc  township , Madoc  village , Marlbank, Marmora, Marysville, Milford, Newburgh, Picton, Plainfield, Roblin, Roseneath, Roslin, Selby, Shannonville, Springbrook, Stirling, Tamworth, Thomasburg, Tweed, Warkworth, Wellington, Wooler, Yarker, Astra",Ottawa,44.32213,-76.340704,False,6.0,Travel and Transportation,Dining and Lunching,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1106.0,1336.0,1703.0,1889.0,1106.0,1336.0,1703.0,1889.0,inner,132.6295546951414,0.033722992411757205,-0.05728350078491406,0.3669886363251632,0.0483005594603986,0.8209141653211866,-0.6955632771611497
K0L,Lakefield,"Apsley, Bailieboro, Bancroft, Bewdley, Boulter, Bridgenorth, Buckhorn, Campbellford, Cardiff, Coe Hill, Curve Lake, Ennismore, Fraserville, Gilmour, Harcourt, Hastings, Havelock, Highland Grove, Indian River, Juniper Island, Keene, Lakefield, Lakehurst, Lake St. Peter, L'Amable, McArthur's Mills, Maple Leaf, Maynooth, Norwood, Omemee, Reaboro, Tory Hill, Trent River, Douro-Dummer, Warsaw, Westwood, Wilberforce, Woodview, Young's Point",Ottawa,44.43374115704422,-77.8900228894813,False,7.0,Dining and Lunching,Bar,Food and Beverage Retail,Retail,Travel and Transportation,Arts and Entertainment,Business and Professional Services,Community and Government,Education,Event,1361.0,1780.0,1997.0,2195.0,1361.0,1780.0,1997.0,2195.0,inner,205.0049555019024,2.147371153168908,2.421585427707236,1.8132446247222698,1.3251501419768248,1.6036343528669543,-0.6627621665456691
K0M,Bobcaygeon,"Bolsover, Burnt River, Cambray, Cameron, Algonquin Highlands, Coboconk, Dunsford, Eagle Lake, Fenelon Falls, Gooderham, Haliburton, Irondale, Kinmount, Kirkfield, Little Britain, Manilla, Minden, Norland, Oakwood, West Guilford, Woodville",Ottawa,45.260735700861936,-75.75476908265469,False,12.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1106.0,1336.0,1703.0,1889.0,1106.0,1336.0,1703.0,1889.0,inner,18.779057092433575,0.033722992411757205,-0.05728350078491406,0.3669886363251632,0.0483005594603986,-0.41034786352336916,-0.4987566134682663
M1B,Scarborough,"Malvern, Rouge",Toronto,43.80918705800008,-79.19315671499999,False,9.0,Arts and Entertainment,Dining and Lunching,Landmarks and Outdoors,Travel and Transportation,Business and Professional Services,Bar,Community and Government,Education,Event,Financial Service,1361.0,1780.0,1997.0,2195.0,1361.0,1780.0,1997.0,2195.0,outer,23.136708931401685,-0.14782053765029285,0.38581032543426014,-0.19525828335528506,-0.4509261891853006,2.238349763037611,-1.0994850745228126
M3B,North York,Don Mills,Toronto,43.74613642600008,-79.35885268399994,False,29.0,Dining and Lunching,Retail,Food and Beverage Retail,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1135.0,1678.0,1993.0,2376.0,1135.0,1678.0,1993.0,2376.0,outer,10.48615638233697,-1.2515405057598672,-0.07106667753959657,-0.20731817096143762,-0.11240858951341755,0.16703003882355555,-0.5483220139093097
M4B,East York,"Parkview Hill, Woodbine Gardens",Toronto,43.70644344200008,-79.30999082399995,False,14.0,Dining and Lunching,Arts and Entertainment,Bar,Landmarks and Outdoors,Office,Retail,Business and Professional Services,Community and Government,Education,Event,1073.0,1384.0,1598.0,1732.0,1073.0,1384.0,1598.0,1732.0,outer,8.372319917954238,-1.5543309394890423,-1.3879474508171836,-1.3982320720690058,-1.3168579496719406,-0.1790758838590519,-0.9616943093694369
M5B,Downtown Toronto,"Garden District, Ryerson",Toronto,43.65775734600004,-79.37832560799995,False,100.0,Dining and Lunching,Retail,Landmarks and Outdoors,Arts and Entertainment,Bar,Travel and Transportation,Business and Professional Services,Community and Government,Financial Service,Food and Beverage Retail,1544.0,1879.0,2461.0,2854.0,1544.0,1879.0,2461.0,2854.0,inner,0.6511116100912105,0.7458996135180792,0.829249769497121,1.2036886789584151,0.7815771156974117,-1.4432966363371345,1.4083068512686259
M6B,North York,Glencairn,Toronto,43.70773262500006,-79.44770740099995,False,43.0,Dining and Lunching,Retail,Travel and Transportation,Food and Beverage Retail,Landmarks and Outdoors,Bar,Business and Professional Services,Arts and Entertainment,Community and Government,Education,1413.0,1599.0,1803.0,2660.0,1413.0,1599.0,1803.0,2660.0,outer,7.920973649009646,0.10613272934837026,-0.4249223955291523,-0.7801628322536855,0.4187460972645647,-0.2529764052544176,-0.1625078714798576
M9B,Etobicoke,"West Deane Park, Princess Gardens, Martin Grove, Islington",Toronto,43.65239830100006,-79.55373344499998,False,11.0,Dining and Lunching,Landmarks and Outdoors,Travel and Transportation,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1494.0,2035.0,2559.0,2864.0,1494.0,2035.0,2559.0,2864.0,outer,13.700844397546158,0.5017137798655186,1.528002832868902,1.4991559253091535,0.8002797455135379,0.6933822805356863,-1.0443687684614624
M1C,Scarborough,"Rouge Hill, Port Union, Highland Creek",Toronto,43.787427415000025,-79.15598765899995,False,3.0,Bar,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Business and Professional Services,Community and Government,Dining and Lunching,Education,Event,Financial Service,1332.0,1681.0,1961.0,2229.0,1332.0,1681.0,1961.0,2229.0,outer,23.635924575077414,-0.28944832116877806,-0.05762911862860079,-0.30379727181065835,-0.38733724781047174,2.320088106510853,-1.2648339927068637
M3C,North York,"Don Mills, Flemingdon Park",Toronto,43.724321461000045,-79.34329698299996,False,34.0,Dining and Lunching,Arts and Entertainment,Food and Beverage Retail,Retail,Travel and Transportation,Landmarks and Outdoors,Office,Bar,Business and Professional Services,Community and Government,1224.0,1562.0,1822.0,2141.0,1224.0,1562.0,1822.0,2141.0,outer,8.520241785343098,-0.8168897218583091,-0.5906522887647669,-0.7228783661244608,-0.5519203901923817,-0.15485611319079182,-0.41053124875593394
M4C,East York,Woodbine Heights,Toronto,43.69165547500006,-79.31139865599994,False,50.0,Dining and Lunching,Retail,Landmarks and Outdoors,Travel and Transportation,Bar,Food and Beverage Retail,Business and Professional Services,Arts and Entertainment,Office,Community and Government,1062.0,1418.0,1648.0,1838.0,1062.0,1418.0,1648.0,1838.0,outer,7.220964148251991,-1.6080518228926057,-1.2356551164925647,-1.2474834769920984,-1.1186100736210036,-0.367591437319856,0.030399199734868456
M5C,Downtown Toronto,St. James Town,Toronto,43.651486084000055,-79.37562534399996,False,100.0,Dining and Lunching,Retail,Arts and Entertainment,Landmarks and Outdoors,Bar,Food and Beverage Retail,Travel and Transportation,Business and Professional Services,Community and Government,Education,1600.0,1945.0,2507.0,3195.0,1600.0,1945.0,2507.0,3195.0,inner,0.7054299491391576,1.0193877472089472,1.1248760655390284,1.34237738642917,1.419336792427313,-1.434402902516403,1.4083068512686259
M6C,York,Humewood-Cedarvale,Toronto,43.69173335800008,-79.43080985699999,False,34.0,Dining and Lunching,Landmarks and Outdoors,Food and Beverage Retail,Arts and Entertainment,Bar,Retail,Travel and Transportation,Business and Professional Services,Community and Government,Education,1406.0,1728.0,2055.0,2660.0,1406.0,1728.0,2055.0,2660.0,outer,5.685939142652177,0.07194671263701176,0.15289263764366653,-0.020389913066072515,0.4187460972645647,-0.6189265121261937,-0.41053124875593394
M9C,Etobicoke,Markland Wood,Toronto,43.642609925000045,-79.57628915399994,False,22.0,Dining and Lunching,Retail,Food and Beverage Retail,Arts and Entertainment,Landmarks and Outdoors,Travel and Transportation,Bar,Business and Professional Services,Community and Government,Education,1494.0,1625.0,1899.0,2178.0,1494.0,1625.0,1899.0,2178.0,outer,15.56844817621611,0.5017137798655186,-0.30846355163385547,-0.49072552970602346,-0.482720659872715,0.9991716544600509,-0.7412290851240357
M1E,Scarborough,"Guildwood, Morningside, West Hill",Toronto,43.76552287800007,-79.18567131099996,False,24.0,Dining and Lunching,Food and Beverage Retail,Retail,Business and Professional Services,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Bar,Community and Government,Education,1332.0,1681.0,1961.0,2229.0,1332.0,1681.0,1961.0,2229.0,outer,20.2513111878689,-0.28944832116877806,-0.05762911862860079,-0.30379727181065835,-0.38733724781047174,1.7659133824761903,-0.6861127790626854
M4E,The Beaches,East Toronto The Beaches,Toronto,43.67822260500003,-79.29375836199995,False,67.0,Dining and Lunching,Retail,Bar,Food and Beverage Retail,Landmarks and Outdoors,Arts and Entertainment,Travel and Transportation,Business and Professional Services,Community and Government,Education,1313.0,1499.0,1896.0,2052.0,1313.0,1499.0,1896.0,2052.0,outer,7.771540446177507,-0.38223893795675107,-0.8728410258956785,-0.4997704454106379,-0.7183737955559043,-0.2774436322216359,0.498887801256346
M5E,Downtown Toronto,Berczy Park,Toronto,43.645444293000025,-79.37327166399996,False,100.0,Dining and Lunching,Retail,Landmarks and Outdoors,Arts and Entertainment,Food and Beverage Retail,Bar,Travel and Transportation,Business and Professional Services,Community and Government,Education,1715.0,2061.0,2617.0,3195.0,1715.0,2061.0,2617.0,3195.0,outer,1.2418017666217556,1.5810151646098367,1.6444616767641989,1.6740242955983662,1.419336792427313,-1.346580847253972,1.4083068512686259
M6E,York,Caledonia-Fairbanks,Toronto,43.68806668700006,-79.45041783299996,False,28.0,Dining and Lunching,Retail,Travel and Transportation,Landmarks and Outdoors,Food and Beverage Retail,Bar,Arts and Entertainment,Business and Professional Services,Community and Government,Education,1395.0,1651.0,1946.0,2387.0,1395.0,1651.0,1946.0,2387.0,outer,6.595588843171682,0.018225829233448412,-0.19200470773855866,-0.34902185033373057,-0.0918356967156788,-0.46998634848482274,-0.5758801669399849
M1G,Scarborough,Woburn,Toronto,43.77063534500007,-79.21669989199995,False,8.0,Dining and Lunching,Landmarks and Outdoors,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1381.0,1570.0,1788.0,1850.0,1381.0,1570.0,1788.0,1850.0,outer,18.732408010580237,-0.05014620418926858,-0.5548187983354449,-0.8253874107767578,-1.0961669178416522,1.5172179916553359,-1.1270432275534878
M4G,East York,Leaside,Toronto,43.70884486600005,-79.36613953399996,False,97.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Bar,Business and Professional Services,Office,Arts and Entertainment,Community and Government,Education,1416.0,1631.0,2109.0,2067.0,1416.0,1631.0,2109.0,2067.0,outer,6.311241729598308,0.1207838793675239,-0.2815884338118639,0.14241856961698743,-0.6903198508317151,-0.5165435073585992,1.3256323921766004
M5G,Downtown Toronto,Bay Street,Toronto,43.656790476000026,-79.38610291199996,False,100.0,Dining and Lunching,Retail,Arts and Entertainment,Landmarks and Outdoors,Bar,Community and Government,Travel and Transportation,Business and Professional Services,Education,Event,1614.0,1947.0,2539.0,2854.0,1614.0,1947.0,2539.0,2854.0,inner,0.40384770564940153,1.0877597806316641,1.133834438146359,1.4388564872783907,0.7815771156974117,-1.4837820301861457,1.4083068512686259
M6G,Downtown Toronto,Christie,Toronto,43.66802664600005,-79.42075805199994,False,100.0,Dining and Lunching,Food and Beverage Retail,Retail,Arts and Entertainment,Bar,Landmarks and Outdoors,Education,Office,Business and Professional Services,Community and Government,1530.0,1811.0,2262.0,2310.0,1530.0,1811.0,2262.0,2310.0,outer,3.3811168189202765,0.6775275800953622,0.5246651008478833,0.6037092705523239,-0.23584594629985003,-0.9963032252332992,1.4083068512686259
M1H,Scarborough,Cedarbrae,Toronto,43.76855515400007,-79.23867705699996,False,19.0,Dining and Lunching,Travel and Transportation,Landmarks and Outdoors,Retail,Sports and Recreation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1203.0,1606.0,1667.0,1721.0,1203.0,1606.0,1667.0,1721.0,outer,17.330527914039934,-0.9194477719923846,-0.39356809140349547,-1.1901990108628735,-1.3374308424696795,1.2876832038518011,-0.8239035442160612
M2H,North York,Hillcrest Village,Toronto,43.80171357300003,-79.35825740499996,False,25.0,Dining and Lunching,Retail,Landmarks and Outdoors,Food and Beverage Retail,Community and Government,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Education,1695.0,2220.0,2530.0,2678.0,1695.0,2220.0,2530.0,2678.0,outer,16.594081509725147,1.4833408311488125,2.3566522990469756,1.4117217401645474,0.45241083093359175,1.1671022286598112,-0.6585546260320103
M3H,North York,"Bathurst Manor, Wilson Heights, Downsview",Toronto,43.74735128300006,-79.44412824799997,False,23.0,Dining and Lunching,Landmarks and Outdoors,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1161.0,1401.0,1708.0,2035.0,1161.0,1401.0,1708.0,2035.0,outer,11.499626417862219,-1.1245638722605356,-1.3118012836548743,-1.0665851628998095,-0.7501682662433188,0.33296907321289265,-0.7136709320933606
M4H,East York,Thorncliffe Park,Toronto,43.70446100000004,-79.34818905999998,False,30.0,Dining and Lunching,Food and Beverage Retail,Travel and Transportation,Retail,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1288.0,1482.0,1785.0,2121.0,1288.0,1482.0,1785.0,2121.0,outer,6.3501511100877766,-0.5043318547830314,-0.948987193057988,-0.8344323264813722,-0.589325649824634,-0.5101727368367421,-0.5207638608786346
M5H,Downtown Toronto,"Richmond, King",Toronto,43.64997834500008,-79.38359315699995,False,100.0,Dining and Lunching,Retail,Arts and Entertainment,Bar,Travel and Transportation,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,Event,1715.0,2061.0,2617.0,3195.0,1715.0,2061.0,2617.0,3195.0,inner,0.3947543695820279,1.5810151646098367,1.6444616767641989,1.6740242955983662,1.419336792427313,-1.485270914271027,1.4083068512686259
M6H,Dufferin,Dovercourt Village,Toronto,43.66482844200005,-79.43770119999994,False,100.0,Dining and Lunching,Retail,Bar,Food and Beverage Retail,Arts and Entertainment,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,Event,1422.0,1655.0,1953.0,2310.0,1422.0,1655.0,1953.0,2310.0,outer,4.517365480335483,0.1500861794058312,-0.1740879625238976,-0.32791704702296354,-0.23584594629985003,-0.8102612120585356,1.4083068512686259
